No.,Year,State,Process,Measure,killer,Compound,Value
3048,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(GLYPHOSATE POT. SALT = 103613),4.00
3049,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(HALOSULFURON-METHYL = 128721),0.00
3050,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(HEXAZINONE = 107201),5.00
3051,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(ISOXABEN = 125851),0.00
3052,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(MESOTRIONE = 122990),21.00
3053,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(NAPROPAMIDE = 103001),0.00
3054,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(NORFLURAZON = 105801),30.00
3055,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(ORYZALIN = 104201),0.00
3056,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(PARAQUAT = 61601),16.00
3057,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(PENDIMETHALIN = 108501),4.00
3058,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(PRONAMIDE = 101701),0.00
3059,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(S-METOLACHLOR = 108800),0.00
3060,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(SETHOXYDIM = 121001),0.00
3061,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(SIMAZINE = 80807),11.00
3062,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(SULFENTRAZONE = 129081),6.00
3063,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(TERBACIL = 12701),19.00
3064,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(TOTAL),58.00
3065,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(ACETAMIPRID = 99050),35.00
3066,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(AZADIRACHTIN = 121701),0.00
3067,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(BIFENTHRIN = 128825),56.00
3068,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(BT KURSTAKI ABTS-351 = 6522),6.00
3069,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(CARBARYL = 56801),0.00
3070,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),2.00
3071,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(CYANTRANILIPROLE = 90098),0.00
3072,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(DIAZINON = 57801),12.00
3073,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(ESFENVALERATE = 109303),43.00
3074,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(FENPROPATHRIN = 127901),10.00
3075,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(FLUPYRADIFURONE = 122304),0.00
3076,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(IMIDACLOPRID = 129099),39.00
3077,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(MALATHION = 57701),20.00
3078,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(METHOMYL = 90301),59.00
3079,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(METHOXYFENOZIDE = 121027),49.00
3080,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(PHOSMET = 59201),88.00
3081,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(SPINETORAM = 110007),2.00
3082,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(SPINOSAD = 110003),0.00
3083,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(TEBUFENOZIDE = 129026),0.00
3084,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(THIAMETHOXAM = 60109),0.00
3085,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(TOTAL),94.00
3086,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(ZETA-CYPERMETHRIN = 129064),84.00
3087,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(CYTOKININS = 116801),0.00
3088,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(FORCHLORFENURON = 128819),0.00
3089,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(GIBBERELLIC ACID = 43801),0.00
3090,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(HYDROGEN PEROXIDE = 595),0.00
3091,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(PEROXYACETIC ACID = 63201),0.00
3092,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(POTASSIUM SILICATE = 72606),0.00
3093,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(REYNOUTRIA SACHALINE = 55809),10.00
3094,2017,MICHIGAN,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(TOTAL),16.00
3095,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(AZOXYSTROBIN = 128810),2100.00
3096,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),0.00
3097,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BACILLUS SUBTILIS = 6479),0.00
3098,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BOSCALID = 128008),0.00
3099,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CALCIUM POLYSULFIDE = 76702),6600.00
3100,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CAPTAN = 81301),42800.00
3101,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CHLOROTHALONIL = 81901),0.00
3102,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(COPPER CHLORIDE HYD. = 23501),0.00
3103,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(COPPER HYDROXIDE = 23401),0.00
3104,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CYPRODINIL = 288202),0.00
3105,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(DIFENOCONAZOLE = 128847),0.00
3106,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(FENBUCONAZOLE = 129011),800.00
3107,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(FLUDIOXONIL = 71503),0.00
3108,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(FOSETYL-AL = 123301),0.00
3109,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(METCONAZOLE = 125619),800.00
3110,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(MONO-POTASSIUM SALT = 76416),0.00
3111,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(PYRACLOSTROBIN = 99100),200.00
3112,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(THIOPHANATE-METHYL = 102001),0.00
3113,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(TOTAL),73000.00
3114,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(ZIRAM = 34805),16500.00
3115,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,"(2,4-D",0.00
3116,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(AMMONIUM PELARGONATE = 31802),0.00
3117,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(BROMACIL = 12301),0.00
3118,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(BUTOXYETHYL TRICLOPY = 116004),0.00
3119,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(CARFENTRAZONE-ETHYL = 128712),0.00
3120,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(CLETHODIM = 121011),100.00
3121,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(CLOPYRALID MONO SALT = 117401),0.00
3122,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(DICHLOBENIL = 27401),0.00
3123,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(DIURON = 35505),2100.00
3124,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(FLUMIOXAZIN = 129034),700.00
3125,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(GLUFOSINATE-AMMONIUM = 128850),0.00
3126,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(GLYPHOSATE ISO. SALT = 103601),0.00
3127,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(HEXAZINONE = 107201),0.00
3128,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(MESOTRIONE = 122990),500.00
3129,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(NAPROPAMIDE = 103001),0.00
3130,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(NORFLURAZON = 105801),8300.00
3131,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(ORYZALIN = 104201),0.00
3132,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(PARAQUAT = 61601),2100.00
3133,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(PENDIMETHALIN = 108501),22400.00
3134,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(S-METOLACHLOR = 108800),0.00
3135,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(SIMAZINE = 80807),3100.00
3136,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(SULFENTRAZONE = 129081),0.00
3137,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(TERBACIL = 12701),3000.00
3138,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,HERBICIDE,(TOTAL),44600.00
3139,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(ACETAMIPRID = 99050),200.00
3140,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(BIFENTHRIN = 128825),0.00
3141,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(BT KURSTAKI ABTS-351 = 6522),0.00
3142,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(BURKHOLDERIA A396 CELLS & MEDIA = 6534),0.00
3143,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(CARBARYL = 56801),0.00
3144,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),0.00
3145,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(DIAZINON = 57801),0.00
3146,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(ESFENVALERATE = 109303),0.00
3147,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(FENPROPATHRIN = 127901),200.00
3148,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(IMIDACLOPRID = 129099),0.00
3149,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(MALATHION = 57701),8900.00
3150,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(METHOMYL = 90301),5400.00
3151,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(NEEM OIL,0.00
3152,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(PHOSMET = 59201),13800.00
3153,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(PYRETHRINS = 69001),0.00
3154,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(SPINETORAM = 110007),300.00
3155,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(SPINOSAD = 110003),0.00
3156,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(THIAMETHOXAM = 60109),0.00
3157,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(TOTAL),29300.00
3158,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(ZETA-CYPERMETHRIN = 129064),0.00
3159,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,OTHER,(CYTOKININS = 116801),0.00
3160,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,OTHER,(GIBBERELLIC ACID = 43801),0.00
3161,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,OTHER,(HYDROGEN PEROXIDE = 595),0.00
3162,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,OTHER,(METHYL ANTHRANILATE = 128725),0.00
3163,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,OTHER,(PELARGONIC ACID = 217500),0.00
3164,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,OTHER,(REYNOUTRIA SACHALINE = 55809),0.00
3165,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB,OTHER,(TOTAL),0.00
3166,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(AZOXYSTROBIN = 128810),0.20
3167,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),0.00
3168,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BACILLUS SUBTILIS = 6479),0.00
3169,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BOSCALID = 128008),0.00
3170,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CALCIUM POLYSULFIDE = 76702),10.01
3171,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CAPTAN = 81301),2.34
3172,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CHLOROTHALONIL = 81901),0.00
3173,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(COPPER CHLORIDE HYD. = 23501),0.00
3174,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(COPPER HYDROXIDE = 23401),0.00
3175,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CYPRODINIL = 288202),0.00
3176,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(DIFENOCONAZOLE = 128847),0.00
3177,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(FENBUCONAZOLE = 129011),0.13
3178,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(FLUDIOXONIL = 71503),0.00
3179,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(FOSETYL-AL = 123301),0.00
3180,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(METCONAZOLE = 125619),0.08
3181,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(MONO-POTASSIUM SALT = 76416),0.00
3182,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(PYRACLOSTROBIN = 99100),0.16
3183,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(THIOPHANATE-METHYL = 102001),0.00
3184,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(ZIRAM = 34805),2.60
3185,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,"(2,4-D",0.00
3186,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(AMMONIUM PELARGONATE = 31802),0.00
3187,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(BROMACIL = 12301),0.00
3188,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(BUTOXYETHYL TRICLOPY = 116004),0.00
3189,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(CARFENTRAZONE-ETHYL = 128712),0.00
3190,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(CLETHODIM = 121011),0.12
3191,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(CLOPYRALID MONO SALT = 117401),0.00
3192,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(DICHLOBENIL = 27401),0.00
3193,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(DIURON = 35505),1.27
3194,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(FLUMIOXAZIN = 129034),0.26
3195,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(GLUFOSINATE-AMMONIUM = 128850),0.00
3196,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(GLYPHOSATE ISO. SALT = 103601),0.00
3197,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(HEXAZINONE = 107201),0.00
3198,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(MESOTRIONE = 122990),0.17
3199,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(NAPROPAMIDE = 103001),0.00
3200,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(NORFLURAZON = 105801),2.38
3201,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(ORYZALIN = 104201),0.00
3202,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(PARAQUAT = 61601),0.63
3203,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(PENDIMETHALIN = 108501),5.21
3204,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(S-METOLACHLOR = 108800),0.00
3205,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(SIMAZINE = 80807),1.28
3206,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(SULFENTRAZONE = 129081),0.00
3207,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,HERBICIDE,(TERBACIL = 12701),0.88
3208,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(ACETAMIPRID = 99050),0.10
3209,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(BIFENTHRIN = 128825),0.00
3210,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(BT KURSTAKI ABTS-351 = 6522),0.00
3211,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(BURKHOLDERIA A396 CELLS & MEDIA = 6534),0.00
3212,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(CARBARYL = 56801),0.00
3213,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),0.00
3214,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(DIAZINON = 57801),0.00
3215,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(ESFENVALERATE = 109303),0.03
3216,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(FENPROPATHRIN = 127901),0.27
3217,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(IMIDACLOPRID = 129099),0.00
3218,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(MALATHION = 57701),2.10
3219,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(METHOMYL = 90301),0.74
3220,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(NEEM OIL,0.00
3221,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(PHOSMET = 59201),0.91
3222,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(PYRETHRINS = 69001),0.00
3223,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(SPINETORAM = 110007),0.09
3224,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(SPINOSAD = 110003),0.00
3225,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(THIAMETHOXAM = 60109),0.00
3226,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,INSECTICIDE,(ZETA-CYPERMETHRIN = 129064),0.03
3227,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,OTHER,(CYTOKININS = 116801),0.00
3228,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,OTHER,(GIBBERELLIC ACID = 43801),0.00
3229,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,OTHER,(HYDROGEN PEROXIDE = 595),0.00
3230,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,OTHER,(METHYL ANTHRANILATE = 128725),0.00
3231,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,OTHER,(PELARGONIC ACID = 217500),0.00
3232,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,OTHER,(REYNOUTRIA SACHALINE = 55809),0.00
3233,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(AZOXYSTROBIN = 128810),0.35
3234,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),0.00
3235,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(BACILLUS SUBTILIS = 6479),0.00
3236,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(BOSCALID = 128008),0.00
3237,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(CALCIUM POLYSULFIDE = 76702),11.06
3238,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(CAPTAN = 81301),5.95
3239,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(CHLOROTHALONIL = 81901),0.00
3240,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(COPPER CHLORIDE HYD. = 23501),0.00
3241,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(COPPER HYDROXIDE = 23401),0.00
3242,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(CYPRODINIL = 288202),0.00
3243,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(DIFENOCONAZOLE = 128847),0.00
3244,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(FENBUCONAZOLE = 129011),0.14
3245,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(FLUDIOXONIL = 71503),0.00
3246,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(FOSETYL-AL = 123301),0.00
3247,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(METCONAZOLE = 125619),0.13
3248,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(MONO-POTASSIUM SALT = 76416),0.00
3249,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(PYRACLOSTROBIN = 99100),0.17
3250,2017,NEW JERSEY,APPLICATIONS, MEASURED IN LB / ACRE / YEAR,FUNGICIDE,(THIOPHANATE-METHYL = 102001),0.00
